model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 A3,2019,33995,Semi-Auto,3243,Petrol,145,34.5,2
 Q2,2019,28495,Automatic,3381,Petrol,145,40.9,1.5
 A3,2019,23495,Automatic,7378,Diesel,145,52.3,1.6
 A1,2019,24495,Semi-Auto,4634,Petrol,145,40.9,2
 Q3,2019,34995,Automatic,7126,Petrol,145,32.1,2
 A1,2020,20990,Manual,556,Petrol,145,47.9,1
 Q2,2017,19850,Semi-Auto,9547,Petrol,145,54.3,1.4
 Q3,2020,33444,Semi-Auto,1904,Petrol,145,31.4,2
 Q3,2020,30888,Semi-Auto,525,Petrol,145,40.9,1.5
 A3,2020,31990,Semi-Auto,2165,Hybrid,135,141.3,1.4
 A1,2020,20888,Manual,1500,Petrol,145,47.9,1
 A1,2019,21490,Manual,1565,Petrol,145,47.9,1
 A4,2017,13450,Manual,59512,Diesel,145,74.3,2
 A3,2019,21488,Manual,6350,Diesel,145,54.3,2
 A3,2019,21288,Manual,4538,Diesel,145,51.4,1.6
 A3,2019,21288,Manual,6238,Diesel,145,51.4,1.6
 A3,2019,22888,Semi-Auto,6018,Petrol,145,40.9,2
 Q2,2019,28888,Semi-Auto,4201,Petrol,145,33.2,2
 A3,2019,21888,Manual,5150,Diesel,145,52.3,1.6
 A1,2016,10988,Manual,40468,Petrol,30,55.4,1.4
 Q5,2020,38888,Semi-Auto,1986,Diesel,145,38.2,2
 Q2,2020,24444,Manual,4265,Petrol,145,43.5,1.5
 Q3,2020,39888,Semi-Auto,1765,Petrol,145,31,2
 Q2,2020,33000,Semi-Auto,820,Petrol,145,32.5,2
 Q3,2020,33444,Semi-Auto,4846,Petrol,145,31.4,2
 Q3,2020,33444,Semi-Auto,475,Petrol,145,31.4,2
 Q3,2020,33444,Semi-Auto,425,Petrol,145,31.4,2
 A6,2019,37000,Semi-Auto,2271,Petrol,145,34,2
 Q2,2019,25444,Semi-Auto,4917,Petrol,145,40.9,1.5
 Q2,2019,26995,Semi-Auto,6070,Petrol,145,40.9,1.5
 Q2,2019,23995,Automatic,7945,Diesel,145,47.9,1.6
 A4,2017,18298,Manual,20637,Diesel,30,67.3,2
 A4,2015,12490,Manual,38041,Diesel,30,64.2,2
 A5,2016,16390,Semi-Auto,28555,Diesel,125,58.9,2
 Q2,2019,24888,Manual,3897,Petrol,145,39.2,1.5
 A3,2019,21450,Automatic,5793,Diesel,145,52.3,1.6
 Q3,2017,18990,Semi-Auto,30821,Petrol,200,42.8,2
 Q3,2016,15888,Manual,52034,Diesel,145,52.3,2
 A3,2018,20688,Semi-Auto,9135,Petrol,145,56.5,1.5
 Q7,2017,35888,Automatic,21728,Diesel,145,47.9,3
 Q2,2019,28495,Semi-Auto,2145,Diesel,145,46.3,2
 A8,2017,38995,Semi-Auto,6479,Diesel,145,50.4,3
 A3,2019,34995,Semi-Auto,1054,Petrol,145,34.5,2
 A4,2019,30995,Automatic,4598,Petrol,145,38.2,2
 A1,2019,23495,Manual,1041,Petrol,145,45.6,1.5
 A1,2017,15995,Automatic,21595,Petrol,145,58.9,1.4
 Q2,2018,19995,Manual,9005,Petrol,145,50.4,1.4
 Q3,2019,40995,Automatic,9029,Petrol,145,31.4,2
 Q2,2017,18950,Semi-Auto,25915,Diesel,145,65.7,1.6
 Q3,2017,20088,Manual,15454,Petrol,145,49.6,1.4
 A8,2016,26000,Semi-Auto,25691,Diesel,200,47.9,3
 RS3,2016,29888,Semi-Auto,29920,Petrol,300,34.9,2.5
 A1,2019,20500,Semi-Auto,5676,Petrol,145,47.1,1
 Q5,2019,36888,Semi-Auto,3263,Diesel,145,38.2,2
 A3,2016,17988,Semi-Auto,24406,Petrol,125,48.7,2
 Q5,2019,34998,Semi-Auto,44,Petrol,145,32.1,2
 A6,2015,21698,Semi-Auto,41109,Diesel,200,45.6,3
 Q3,2019,30543,Semi-Auto,13433,Petrol,145,31.7,2
 A4,2019,26588,Semi-Auto,5130,Petrol,145,38.7,2
 Q3,2019,26846,Manual,2362,Diesel,145,42.8,2
 A8,2015,19998,Semi-Auto,42565,Diesel,200,47.9,3
 A4,2017,14698,Manual,19637,Petrol,145,53.3,1.4
 TT,2016,17498,Manual,20674,Petrol,160,46.3,2
 A6,2015,18498,Semi-Auto,22540,Diesel,30,64.2,2
 Q3,2015,16498,Manual,14146,Diesel,125,60.1,2
 A1,2016,13498,Manual,21160,Petrol,30,55.4,1.4
 Q2,2019,20498,Semi-Auto,7779,Diesel,150,47.9,1.6
 A1,2015,9995,Manual,19603,Diesel,0,80.7,1.6
 A1,2015,12995,Manual,27275,Petrol,30,55.4,1.4
 A3,2019,19888,Automatic,8274,Petrol,145,45.6,1
 A5,2016,22750,Automatic,36399,Diesel,125,60.1,3
 Q5,2016,26990,Semi-Auto,46401,Diesel,235,42.8,3
 Q2,2018,20890,Manual,11088,Petrol,145,50.4,1.4
 A6,2017,19990,Automatic,32276,Diesel,145,61.4,2
 Q3,2017,20488,Manual,25576,Diesel,145,54.3,2
 A3,2018,20488,Manual,13069,Petrol,145,54.3,1.5
 A6,2015,15498,Semi-Auto,57123,Diesel,20,67.3,2
 A3,2016,11498,Manual,47205,Petrol,20,60.1,1
 A4,2015,14900,Manual,20995,Diesel,30,64.2,2
 A3,2016,16400,Manual,24102,Petrol,30,60.1,1.4
 A4,2016,13498,Manual,37251,Petrol,145,51.4,1.4
 A1,2016,11698,Manual,11578,Petrol,0,67.3,1
 A5,2017,22998,Semi-Auto,15114,Diesel,145,62.8,2
 A4,2017,17998,Manual,20083,Diesel,145,68.9,2
 A3,2013,10398,Manual,60076,Diesel,20,68.9,2
 A4,2016,15498,Manual,42783,Diesel,30,64.2,2
 A1,2016,12798,Manual,30334,Petrol,30,55.4,1.4
 Q3,2016,17998,Manual,22541,Diesel,145,52.3,2
 TT,2016,16998,Manual,18263,Diesel,30,62.8,2
 A4,2016,16498,Manual,37488,Diesel,30,64.2,2
 Q7,2014,20498,Semi-Auto,43209,Diesel,300,38.2,3
 A4,2016,15395,Semi-Auto,45619,Diesel,20,67.3,2
 A5,2017,20995,Manual,12313,Diesel,30,64.2,2
 Q5,2016,19498,Semi-Auto,50961,Diesel,205,47.1,2
 A1,2016,11698,Manual,24001,Petrol,30,55.4,1.4
 A3,2017,15998,Semi-Auto,24519,Diesel,150,70.6,1.6
 A6,2017,19940,Automatic,33856,Diesel,145,56.5,2
 A4,2016,13498,Manual,29333,Petrol,145,51.4,1.4
 A1,2013,9998,Semi-Auto,47565,Petrol,125,53.3,1.4
 Q5,2019,35995,Semi-Auto,4770,Diesel,145,38.2,2
 Q3,2019,36497,Automatic,1000,Diesel,145,47.1,2
 A6,2019,30864,Semi-Auto,1000,Diesel,145,47.9,2
 Q3,2015,14498,Manual,53124,Diesel,145,55.4,2
 Q2,2019,20498,Semi-Auto,5662,Diesel,145,47.9,1.6
 Q3,2015,16498,Semi-Auto,33845,Petrol,145,47.9,1.4
 Q3,2015,15498,Semi-Auto,39876,Petrol,200,42.8,2
 A1,2015,9998,Manual,49565,Petrol,30,55.4,1.4
 A1,2016,11798,Manual,13501,Petrol,0,67.3,1
 A4,2019,22288,Manual,5654,Petrol,145,39.2,2
 A6,2017,25000,Semi-Auto,22350,Diesel,145,54.3,2
 A5,2019,28990,Semi-Auto,3065,Petrol,145,39.8,2
 A4,2016,14998,Manual,30498,Diesel,0,74.3,2
 Q5,2019,31998,Semi-Auto,100,Petrol,145,33.2,2
 A6,2019,30861,Automatic,1000,Diesel,145,47.9,2
 Q2,2019,26508,Manual,15,Petrol,145,40.9,1.5
 A1,2019,26011,Semi-Auto,1000,Petrol,145,44.1,1
 Q2,2019,28062,Manual,1000,Petrol,145,43.5,1.5
 A6,2019,32098,Automatic,1000,Diesel,145,50.4,2
 A8,2018,39700,Automatic,7919,Diesel,145,50.4,3
 Q2,2018,18495,Manual,8539,Diesel,145,64.2,1.6
 A3,2018,20888,Manual,6940,Petrol,145,54.3,1.5
 A4,2019,22490,Manual,1342,Petrol,145,39.2,2
 A1,2016,12950,Manual,15734,Petrol,0,67.3,1
 A4,2019,41888,Semi-Auto,6536,Diesel,145,39.8,3
 Q5,2020,58990,Semi-Auto,2396,Diesel,145,32.5,3
 A6,2019,31288,Semi-Auto,2021,Diesel,145,47.9,2
 Q3,2020,37888,Semi-Auto,2553,Petrol,145,30.7,2
 Q3,2016,17498,Semi-Auto,32971,Diesel,145,51.4,2
 Q2,2017,18498,Manual,11133,Petrol,145,52.3,1.4
 A6,2016,17998,Manual,33182,Diesel,30,61.4,2
 A4,2016,16498,Manual,38231,Diesel,30,64.2,2
 A4,2017,18498,Manual,21540,Petrol,145,51.4,1.4
 Q3,2015,19498,Manual,14919,Diesel,160,49.6,2
 Q2,2019,22698,Manual,9525,Petrol,145,40.9,1.5
 A3,2017,17998,Semi-Auto,31317,Diesel,125,57.6,2
 Q2,2019,22495,Manual,1000,Diesel,145,49.6,1.6
 A4,2019,33245,Semi-Auto,2529,Diesel,150,47.9,2
 A4,2016,13998,Manual,38405,Diesel,0,74.3,2
 A6,2015,16998,Automatic,57916,Diesel,30,61.4,2
 A1,2015,11798,Manual,50730,Petrol,30,58.9,1.4
 A3,2017,14995,Manual,14488,Petrol,150,60.1,1.4
 Q2,2019,22995,Semi-Auto,3049,Petrol,150,43.5,1.5
 A6,2019,45995,Semi-Auto,7461,Diesel,150,37.7,3
 Q5,2017,33495,Semi-Auto,37492,Petrol,150,34,3
 A5,2018,19495,Semi-Auto,36715,Petrol,150,35.3,3
 TT,2017,18000,Manual,14999,Petrol,150,47.1,1.8
 A1,2018,15990,Semi-Auto,10247,Petrol,145,56.5,1.4
 TT,2016,17000,Manual,9360,Petrol,160,46.3,1.8
 Q3,2016,15496,Manual,22543,Diesel,30,61.4,2
